Code,CARRIER,MONTH,DAY_OF_WEEK,NUMBER_OF_FLIGHTS,DISTANCE,AIR_TIME,DEP_DELAY,ARR_DELAY,TAXI_IN,TAXI_OUT
VX,Virgin America,7,7,934,1464.0,186.0,10.0,6.0,10.0,16.0
VX,Virgin America,8,1,1013,1475.0,189.0,13.0,11.0,10.0,16.0
VX,Virgin America,8,2,997,1490.0,191.0,7.0,3.0,9.0,16.0
VX,Virgin America,8,3,987,1474.0,188.0,7.0,4.0,9.0,16.0
VX,Virgin America,8,4,817,1467.0,188.0,12.0,10.0,9.0,17.0
VX,Virgin America,8,5,825,1460.0,187.0,14.0,13.0,10.0,17.0
VX,Virgin America,8,6,655,1523.0,196.0,10.0,7.0,9.0,15.0
VX,Virgin America,8,7,753,1482.0,189.0,15.0,14.0,10.0,18.0
VX,Virgin America,9,1,790,1447.0,184.0,6.0,1.0,8.0,15.0
VX,Virgin America,9,2,785,1441.0,184.0,8.0,4.0,9.0,14.0
VX,Virgin America,9,3,780,1438.0,184.0,2.0,-1.0,8.0,16.0
VX,Virgin America,9,4,1014,1427.0,183.0,8.0,5.0,8.0,16.0
VX,Virgin America,9,5,1013,1419.0,182.0,6.0,3.0,9.0,15.0
VX,Virgin America,9,6,607,1451.0,187.0,2.0,-2.0,8.0,14.0
VX,Virgin America,9,7,715,1429.0,182.0,9.0,6.0,9.0,16.0
VX,Virgin America,10,1,981,1447.0,186.0,16.0,13.0,8.0,16.0
VX,Virgin America,10,2,771,1446.0,186.0,9.0,6.0,8.0,15.0
VX,Virgin America,10,3,781,1435.0,184.0,1.0,-3.0,8.0,14.0
VX,Virgin America,10,4,797,1414.0,183.0,6.0,4.0,8.0,15.0
VX,Virgin America,10,5,788,1419.0,182.0,21.0,19.0,9.0,17.0
VX,Virgin America,10,6,758,1451.0,185.0,8.0,3.0,8.0,14.0
VX,Virgin America,10,7,892,1429.0,182.0,23.0,22.0,9.0,17.0
VX,Virgin America,11,1,830,1444.0,185.0,8.0,3.0,9.0,14.0
VX,Virgin America,11,2,1012,1441.0,184.0,3.0,-4.0,8.0,14.0
VX,Virgin America,11,3,1007,1438.0,184.0,3.0,-2.0,8.0,14.0
VX,Virgin America,11,4,772,1435.0,183.0,2.0,-4.0,8.0,14.0
VX,Virgin America,11,5,802,1435.0,183.0,2.0,-5.0,8.0,14.0
VX,Virgin America,11,6,700,1469.0,188.0,18.0,11.0,8.0,14.0
VX,Virgin America,11,7,779,1452.0,186.0,13.0,10.0,9.0,15.0
VX,Virgin America,12,1,792,1437.0,187.0,14.0,11.0,9.0,15.0
VX,Virgin America,12,2,814,1430.0,186.0,1.0,-3.0,9.0,14.0
VX,Virgin America,12,3,790,1418.0,184.0,12.0,9.0,9.0,15.0
VX,Virgin America,12,4,998,1438.0,186.0,25.0,22.0,9.0,16.0
VX,Virgin America,12,5,1003,1447.0,188.0,27.0,26.0,10.0,16.0
VX,Virgin America,12,6,788,1410.0,184.0,23.0,20.0,9.0,15.0
VX,Virgin America,12,7,711,1414.0,183.0,13.0,9.0,9.0,14.0
WN,Southwest Airlines Co.,1,1,13974,734.0,102.0,7.0,0.0,6.0,12.0
WN,Southwest Airlines Co.,1,2,13895,736.0,103.0,7.0,0.0,6.0,12.0
WN,Southwest Airlines Co.,1,3,13851,735.0,103.0,5.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,1,4,13953,734.0,103.0,5.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,1,5,16226,741.0,104.0,7.0,1.0,6.0,12.0
WN,Southwest Airlines Co.,1,6,14127,774.0,107.0,5.0,-3.0,6.0,12.0
WN,Southwest Airlines Co.,1,7,15309,742.0,103.0,9.0,2.0,6.0,12.0
WN,Southwest Airlines Co.,2,1,17263,733.0,102.0,6.0,-1.0,6.0,13.0
WN,Southwest Airlines Co.,2,2,13828,734.0,103.0,6.0,-1.0,6.0,12.0
WN,Southwest Airlines Co.,2,3,13555,733.0,103.0,5.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,2,4,14035,733.0,103.0,5.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,2,5,14045,733.0,102.0,5.0,-3.0,6.0,12.0
WN,Southwest Airlines Co.,2,6,11275,781.0,108.0,2.0,-8.0,6.0,11.0
WN,Southwest Airlines Co.,2,7,11641,749.0,104.0,4.0,-4.0,6.0,12.0
WN,Southwest Airlines Co.,3,1,14753,749.0,104.0,8.0,3.0,6.0,12.0
WN,Southwest Airlines Co.,3,2,18280,747.0,105.0,5.0,-0.0,6.0,12.0
WN,Southwest Airlines Co.,3,3,17939,745.0,105.0,8.0,2.0,6.0,12.0
WN,Southwest Airlines Co.,3,4,18509,750.0,105.0,10.0,6.0,6.0,12.0
WN,Southwest Airlines Co.,3,5,14862,750.0,105.0,10.0,5.0,6.0,12.0
WN,Southwest Airlines Co.,3,6,12600,807.0,111.0,11.0,6.0,6.0,12.0
WN,Southwest Airlines Co.,3,7,13565,758.0,106.0,7.0,2.0,6.0,12.0
WN,Southwest Airlines Co.,4,1,14788,749.0,104.0,6.0,1.0,6.0,12.0
WN,Southwest Airlines Co.,4,2,14778,745.0,104.0,5.0,1.0,6.0,12.0
WN,Southwest Airlines Co.,4,3,14937,744.0,104.0,5.0,-0.0,6.0,12.0
WN,Southwest Airlines Co.,4,4,14940,743.0,104.0,8.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,4,5,18701,747.0,105.0,11.0,8.0,6.0,12.0
WN,Southwest Airlines Co.,4,6,14680,792.0,109.0,13.0,8.0,6.0,12.0
WN,Southwest Airlines Co.,4,7,13879,759.0,105.0,10.0,6.0,6.0,12.0
WN,Southwest Airlines Co.,5,1,18248,743.0,103.0,7.0,3.0,6.0,12.0
WN,Southwest Airlines Co.,5,2,18508,743.0,103.0,8.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,5,3,14713,742.0,103.0,11.0,6.0,6.0,12.0
WN,Southwest Airlines Co.,5,4,14804,743.0,104.0,13.0,10.0,6.0,12.0
WN,Southwest Airlines Co.,5,5,14873,744.0,103.0,11.0,7.0,6.0,12.0
WN,Southwest Airlines Co.,5,6,11325,778.0,107.0,6.0,-0.0,6.0,11.0
WN,Southwest Airlines Co.,5,7,16376,761.0,105.0,6.0,1.0,6.0,11.0
WN,Southwest Airlines Co.,6,1,15239,762.0,105.0,13.0,9.0,6.0,12.0
WN,Southwest Airlines Co.,6,2,14906,764.0,105.0,17.0,14.0,6.0,12.0
WN,Southwest Airlines Co.,6,3,18909,760.0,104.0,11.0,7.0,6.0,12.0
WN,Southwest Airlines Co.,6,4,18785,759.0,105.0,17.0,14.0,6.0,13.0
WN,Southwest Airlines Co.,6,5,15202,758.0,104.0,13.0,9.0,6.0,12.0
WN,Southwest Airlines Co.,6,6,12737,814.0,110.0,12.0,6.0,6.0,11.0
WN,Southwest Airlines Co.,6,7,14535,773.0,106.0,14.0,10.0,6.0,12.0
WN,Southwest Airlines Co.,7,1,14692,769.0,105.0,12.0,7.0,6.0,12.0
WN,Southwest Airlines Co.,7,2,15297,762.0,104.0,12.0,8.0,6.0,12.0
WN,Southwest Airlines Co.,7,3,14605,767.0,105.0,26.0,23.0,7.0,12.0
WN,Southwest Airlines Co.,7,4,14284,764.0,105.0,25.0,22.0,7.0,12.0
WN,Southwest Airlines Co.,7,5,18541,764.0,105.0,22.0,18.0,7.0,12.0
WN,Southwest Airlines Co.,7,6,16226,825.0,111.0,14.0,9.0,6.0,12.0
WN,Southwest Airlines Co.,7,7,17685,775.0,105.0,11.0,6.0,6.0,12.0
WN,Southwest Airlines Co.,8,1,18367,742.0,102.0,9.0,5.0,6.0,12.0
WN,Southwest Airlines Co.,8,2,18247,743.0,102.0,8.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,8,3,18297,742.0,102.0,8.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,8,4,14769,742.0,102.0,10.0,7.0,6.0,13.0
WN,Southwest Airlines Co.,8,5,14576,743.0,102.0,12.0,9.0,7.0,12.0
WN,Southwest Airlines Co.,8,6,11665,796.0,108.0,9.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,8,7,13789,746.0,102.0,8.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,9,1,14259,735.0,101.0,6.0,2.0,6.0,12.0
WN,Southwest Airlines Co.,9,2,14527,733.0,101.0,3.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,9,3,14468,734.0,101.0,5.0,0.0,6.0,12.0
WN,Southwest Airlines Co.,9,4,18174,733.0,101.0,8.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,9,5,18127,734.0,101.0,7.0,3.0,6.0,12.0
WN,Southwest Airlines Co.,9,6,10999,781.0,107.0,2.0,-3.0,6.0,11.0
WN,Southwest Airlines Co.,9,7,13074,747.0,102.0,8.0,3.0,6.0,12.0
WN,Southwest Airlines Co.,10,1,17941,736.0,102.0,5.0,-0.0,6.0,12.0
WN,Southwest Airlines Co.,10,2,14603,734.0,102.0,4.0,-1.0,6.0,12.0
WN,Southwest Airlines Co.,10,3,14620,734.0,102.0,4.0,-1.0,6.0,12.0
WN,Southwest Airlines Co.,10,4,14497,731.0,102.0,7.0,3.0,6.0,12.0
WN,Southwest Airlines Co.,10,5,14228,731.0,101.0,9.0,5.0,6.0,12.0
WN,Southwest Airlines Co.,10,6,14033,780.0,106.0,3.0,-3.0,6.0,12.0
WN,Southwest Airlines Co.,10,7,17313,744.0,102.0,8.0,3.0,6.0,12.0
WN,Southwest Airlines Co.,11,1,14848,738.0,102.0,8.0,1.0,6.0,12.0
WN,Southwest Airlines Co.,11,2,18061,737.0,102.0,5.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,11,3,18581,736.0,102.0,5.0,-1.0,6.0,12.0
WN,Southwest Airlines Co.,11,4,13544,740.0,102.0,6.0,-1.0,6.0,12.0
WN,Southwest Airlines Co.,11,5,14170,740.0,102.0,5.0,-2.0,6.0,12.0
WN,Southwest Airlines Co.,11,6,12753,779.0,107.0,4.0,-4.0,6.0,11.0
WN,Southwest Airlines Co.,11,7,14593,742.0,103.0,7.0,0.0,6.0,12.0
WN,Southwest Airlines Co.,12,1,14834,737.0,104.0,13.0,8.0,7.0,12.0
WN,Southwest Airlines Co.,12,2,14877,737.0,104.0,10.0,6.0,6.0,12.0
WN,Southwest Airlines Co.,12,3,15023,737.0,104.0,9.0,4.0,6.0,12.0
WN,Southwest Airlines Co.,12,4,18739,737.0,104.0,13.0,8.0,7.0,12.0
WN,Southwest Airlines Co.,12,5,18465,736.0,104.0,13.0,9.0,7.0,13.0
WN,Southwest Airlines Co.,12,6,13820,775.0,108.0,15.0,10.0,7.0,12.0
WN,Southwest Airlines Co.,12,7,12955,749.0,105.0,15.0,11.0,7.0,12.0
